strategy,avg_latency,p95_latency,p99_latency,success_rate,npu_load,rho_critical_theory,rho_critical_observed,total_energy,throughput,avg_wait_time,total_tasks,lambda
RoundRobinScheduler,73.8871787582852,197.96736187753083,289.4022004824813,0.8794272795779955,0.7349818734873041,0.8528358826798507,0.7349818734873041,1497.789221884786,53.08,17.809651777112983,10616,52
LoadBalanceScheduler,56.87949598719997,151.79539047659674,207.11771393919778,0.9316126601356444,0.5404060904865905,0.8532574235382274,0.0,1456.0747036338362,53.08,14.444853107580993,10616,52
FastestResponseScheduler,124016.17953428185,238695.39432335453,248612.80745648485,0.0006593820648078372,2.255104845141742,0.8540179774280712,2.255104845141742,2029.7230910136832,53.08,33.99914043850791,10616,52
E2MACSScheduler,70.73578682612188,180.60711637529536,264.1450020268565,0.9311416729464959,0.7784122508949028,0.8582361680451934,0.0,1423.073335977267,53.08,14.188523623955641,10616,52
OracleScheduler,67.59511381274062,253.02659119239567,400.94142914713217,0.9316126601356444,0.7846763695145421,0.9032096313122263,0.7846763695145421,1556.678507867283,53.08,5.944014097853418,10616,52
RandomScheduler,120.32766571857299,332.16046614047866,619.0801963598254,0.7559669661493783,0.7773923958129392,0.8535876957085419,0.7773923958129392,1534.4483807549052,55.095,23.471002584578386,11019,54
RoundRobinScheduler,79.05303068415454,212.89292136765712,311.51495396994267,0.8631454759960069,0.7614437634622258,0.8527636675237577,0.7614437634622258,1531.123981653782,55.095,18.79758032984646,11019,54
LoadBalanceScheduler,59.238789803399506,158.05149722653056,222.93444262060416,0.9240402940375715,0.5676327724186336,0.8525209160085949,0.0,1492.5622774444246,55.095,15.459128217652056,11019,54
FastestResponseScheduler,132708.88616772753,254555.01335222198,264280.60736364283,0.0006352663581087213,2.3311175901283026,0.8538135530346836,2.3311175901283026,2098.12315779587,55.095,34.65352755254345,11019,54
E2MACSScheduler,69.03302670917641,157.61223559457284,223.45047645290992,0.9003539341138034,0.752087496373253,0.8402180683771032,0.0,1526.2494467401175,55.095,12.871043180554524,11019,54
OracleScheduler,77.66146971873863,300.56879301451085,540.7460022351792,0.9069788547055087,0.8124475370190944,0.9022403466116157,0.8124475370190944,1587.3016453371004,55.095,6.325670313313509,11019,54
RandomScheduler,137.52837233310728,437.774720509908,669.090082190925,0.7129718840325829,0.8258071451107497,0.854910417643563,0.8258071451107497,1573.7040619981242,57.085,24.30219680845387,11417,56
RoundRobinScheduler,85.81977774913251,237.98249621180773,347.72400244345374,0.8399754751686083,0.7885703699213171,0.8526949828795426,0.7885703699213171,1570.1411771042756,57.085,20.029982653957294,11417,56
LoadBalanceScheduler,62.58626047506173,165.47020666959895,238.01301579598262,0.9126740825085399,0.6046920969158823,0.853111481307331,0.0,1533.2566385759062,57.085,16.345546058081926,11417,56
FastestResponseScheduler,141354.09752907298,270345.97835573973,280012.195275898,0.0006131207847946045,2.4140863860160993,0.8536977495347989,2.4140863860160993,2172.7860295998953,57.085,34.513443463510725,11417,56
E2MACSScheduler,66.02845050664185,186.39858617206613,297.89332940773124,0.9261627397740212,0.7009420306422821,0.8484938935479145,0.7009420306422821,1537.3657226926668,57.085,12.278128362995224,11417,56
OracleScheduler,88.34848418973324,362.7802474396026,631.7820781817034,0.8849084698256985,0.8368349206716972,0.9030676271628562,0.8368349206716972,1623.418659901638,57.085,6.735265759307597,11417,56
RandomScheduler,153.22642756619038,479.27424434902724,709.157357977372,0.6690093141405589,0.8473015233102391,0.8541837260113166,0.8473015233102391,1618.0131856921998,59.05,25.330532050104818,11810,58
RoundRobinScheduler,93.25933877045053,260.7749513773882,375.14788198677365,0.8149872988992379,0.814399305106616,0.85270630190111,0.814399305106616,1605.4690140659584,59.05,21.127113595594714,11810,58
LoadBalanceScheduler,66.51392939635632,173.24057527429548,246.32416797099583,0.9016088060965284,0.6361611553195314,0.8524077212696766,0.0,1569.2241134441838,59.05,17.924580204490578,11810,58
FastestResponseScheduler,149667.35852282366,284280.34928079136,295036.4424975306,0.0005927180355630821,2.49098820843767,0.8534636757988163,2.49098820843767,2241.995057485342,59.05,34.47216551750425,11810,58
E2MACSScheduler,71.01924945426417,198.03072165653407,289.73582217831495,0.9079593564775614,0.7715373295364294,0.8374900819576545,0.7715373295364294,1597.4784812946682,59.05,13.22220903923903,11810,58
OracleScheduler,93.95413573056057,382.0722373225818,643.1508659576864,0.8712108382726503,0.8608918329207539,0.9002255901492193,0.8608918329207539,1658.5745337855747,59.05,7.300592808982893,11810,58
RandomScheduler,192.06976196872296,694.2625025702852,1079.7100051873306,0.634386540828888,0.8723039588814266,0.8535424830593826,0.8723039588814266,1647.8031669204033,60.925,26.005308585782316,12185,60
RoundRobinScheduler,103.10906130465733,297.81658289076057,450.82392639412495,0.7858022158391464,0.8428562108533597,0.8528665454073238,0.8428562108533597,1639.1616915571249,60.925,22.147258828420675,12185,60
LoadBalanceScheduler,70.79230558963668,187.26312130405057,268.1890710717801,0.8862535904800984,0.6640145021204502,0.8521510765704585,0.6640145021204502,1604.9288614609463,60.925,19.307120754567457,12185,60
FastestResponseScheduler,157944.36184246623,299098.825105217,310973.5899365645,0.0004924086992203529,2.567511542009736,0.8533924751166001,2.567511542009736,2310.8557828118724,60.925,34.377514710328796,12185,60
E2MACSScheduler,81.4925767094128,225.41319049492733,304.1953034988955,0.8910956093557653,0.8457388042781262,0.8471905158733405,0.8457388042781262,1572.6849791748243,60.925,15.737861285882763,12185,60
OracleScheduler,104.83147382021663,444.79257316666803,677.9381278028392,0.8438243742306114,0.8673313994827359,0.8994374470385422,0.8673313994827359,1688.7209517471613,60.925,7.554128653227441,12185,60
RandomScheduler,224.34717409709816,854.3511258647334,1401.1239537057775,0.5937947494033413,0.8876114838542809,0.8534317364902463,0.8876114838542809,1688.3421554119748,62.85,26.60220711015299,12570,62
RoundRobinScheduler,115.24369135522122,335.2130927154049,541.3244529316321,0.7552903739061257,0.868347413563245,0.852877269130168,0.868347413563245,1675.1156501884702,62.85,23.174514842647657,12570,62
LoadBalanceScheduler,76.01866253150703,199.90823297011562,293.78937168879344,0.8690533015115354,0.7013652182363928,0.8541330073436451,0.7013652182363928,1640.5871324321542,62.85,20.684545710654362,12570,62
FastestResponseScheduler,166100.25257420653,313881.3595262853,326648.8733202452,0.0005568814638027049,2.6472835973152327,0.8533265267071871,2.6472835973152327,2382.64771263669,62.85,34.6291000252422,12570,62
E2MACSScheduler,76.44806035448195,198.82116287164268,298.73834998112466,0.8780429594272077,0.786362304128921,0.8313318728232673,0.786362304128921,1650.7667032410327,62.85,14.800973469409305,12570,62
OracleScheduler,127.86149446441524,563.8235845159626,902.5202581427584,0.8143198090692124,0.9040936266584637,0.8980738084905757,0.9040936266584637,1722.8337613133822,62.85,8.130919197411039,12570,62
RandomScheduler,192.51073943989937,538.1099303086934,814.8566145578762,0.573518090839107,0.9033395181816104,0.8531688351307244,0.9033395181816104,1725.1412277573165,64.95,28.06091228933045,12990,64
RoundRobinScheduler,133.50917824424957,393.8059479150594,632.0472505180671,0.7107005388760586,0.9000677221344371,0.8530287135976456,0.9000677221344371,1715.1792024997967,64.95,24.53300446280728,12990,64
LoadBalanceScheduler,82.76020233115202,226.87468989289664,324.1969357857462,0.8457274826789838,0.7346745978967938,0.8534276656062525,0.7346745978967938,1681.1115067955625,64.95,22.073621301552063,12990,64
FastestResponseScheduler,174964.15761275293,330676.40748089616,344058.6095485418,0.0005388760585065435,2.736274781503086,0.8534073554561632,2.736274781503086,2462.73422375011,64.95,34.54465140916663,12990,64
E2MACSScheduler,97.2570557497721,263.440817386808,363.4328965578765,0.8364896073903002,0.8831262972323796,0.8605461177373804,0.8831262972323796,1681.1364390498081,64.95,17.464943741515846,12990,64
OracleScheduler,173.00714724950683,778.7951379632062,1262.297577296736,0.7484218629715166,0.9114417029034688,0.8973894345872396,0.9114417029034688,1761.1592243089506,64.95,8.662070365676527,12990,64
RandomScheduler,320.7621686765439,1224.2096646318757,1840.4924532555117,0.49140636676132116,0.9459274957339738,0.8535143168309054,0.9459274957339738,1770.7059944616005,66.91,28.495367437739063,13382,66
RoundRobinScheduler,161.94049815923813,488.78189411487637,843.9783631875215,0.6520699447018383,0.9267683071501335,0.8529262641212266,0.9267683071501335,1754.3992324662368,66.91,25.80019587062009,13382,66
LoadBalanceScheduler,92.54380440303429,252.3170420579738,358.09638110301233,0.8179644298311164,0.7673658182718814,0.8515207010044373,0.7673658182718814,1721.782769573128,66.91,23.699610852678237,13382,66
FastestResponseScheduler,183092.27977786039,345488.0360311414,359669.3201612739,0.0005230907188761022,2.815952332812673,0.8533357091318716,2.815952332812673,2534.442522452816,66.91,34.182007963265875,13382,66
E2MACSScheduler,113.74103415667192,279.3634396250994,385.06649461284417,0.7610969959647288,0.9360252012471344,0.8467118207760174,0.9360252012471344,1713.9660347836866,66.91,19.813481698748493,13382,66
OracleScheduler,250.40929789604905,1241.8105149166224,1656.362031904648,0.7052010162905396,0.9332562281966632,0.8964520653007977,0.9332562281966632,1795.0451828031325,66.91,9.00209406891886,13382,66
RandomScheduler,338.4666586458959,1161.2702267982395,1634.636127718948,0.464138081079121,0.965410006098863,0.8523649675892003,0.965410006098863,1807.8930839618508,68.945,29.309145046935903,13789,68
RoundRobinScheduler,208.52431192816854,696.7663775767498,969.4497857364177,0.5849590253100297,0.9595215855244935,0.8532956398043036,0.9595215855244935,1795.9132637841694,68.945,27.10671296058693,13789,68
LoadBalanceScheduler,103.13209969206423,288.2393749751144,401.11694262758607,0.7832330118210168,0.8000064549379158,0.8556601795485715,0.8000064549379158,1760.4347970447957,68.945,25.268922461006387,13789,68
FastestResponseScheduler,191628.86247056673,361279.9350043455,377106.2161418251,0.00043512945101167595,2.9028197966287843,0.8533255678944193,2.9028197966287843,2612.6158760446297,68.945,34.40698343068219,13789,68
E2MACSScheduler,124.48274092832739,317.9741045529845,461.9649470609117,0.7254333164116324,0.9394928666698781,0.853782502907906,0.9394928666698781,1809.8166490798226,68.945,19.886856164498255,13789,68
OracleScheduler,432.44035739642186,2402.3808012615928,4169.724594500619,0.6600188556095439,0.9505955745411613,0.8972332416115988,0.9505955745411613,1830.3254968268761,68.945,9.467338312832696,13789,68
RandomScheduler,443.4789792866651,1422.0911905955943,1996.3489264116242,0.36971533258173617,0.9836711698632571,0.8533702480083274,0.9836711698632571,1845.3473476594525,70.96,29.74413915208184,14192,70
RoundRobinScheduler,343.2466548865688,1354.843949388227,1725.562245812138,0.49337655016910936,0.9875008281658734,0.8531572846182187,0.9875008281658734,1834.7617583110127,70.96,28.71935392683184,14192,70
LoadBalanceScheduler,120.59028062589132,341.46984010871364,445.24406140766945,0.7345687711386697,0.8408626674808533,0.8543131820147882,0.8408626674808533,1803.1726124574284,70.96,27.09739428839756,14192,70
FastestResponseScheduler,199902.86222375976,377367.1782113825,394170.9984915704,0.00042277339346110483,2.9904776541233615,0.8533673531505749,2.9904776541233615,2691.4997673411162,70.96,34.289769575459744,14192,70
E2MACSScheduler,140.16106157419944,364.7921585726038,511.05692296608674,0.6781989853438557,0.9367256099934567,0.8431489365913357,0.9367256099934567,1874.1735193586912,70.96,20.71442537094963,14192,70
OracleScheduler,717.7092469477458,4342.488674581528,6099.340629415644,0.5818066516347238,0.9792175728240977,0.8957176386387108,0.9792175728240977,1869.7384731639552,70.96,10.169547664831432,14192,70
RandomScheduler,1213.7778105105897,5704.909902835254,6253.445030679994,0.31514652391737014,1.0206671803303033,0.853292627480361,1.0206671803303033,1891.938967287349,72.855,30.652644890517692,14571,72
RoundRobinScheduler,711.7078516000603,2922.124286075089,3560.542729292191,0.4215908311028756,1.0154425806521352,0.8531703815049909,1.0154425806521352,1879.9885179874577,72.855,29.348776184507393,14571,72
LoadBalanceScheduler,143.09486239301938,399.1786187195743,528.8667284234772,0.674970832475465,0.87331574766789,0.8536265879789767,0.87331574766789,1844.4542265612074,72.855,28.597584957111426,14571,72
FastestResponseScheduler,208363.95312770637,393411.01957918593,410839.2317797197,0.00041177681696520483,3.075588016288039,0.853539770918235,3.075588016288039,2768.0969132173254,72.855,34.21955046018452,14571,72
E2MACSScheduler,127.51312875251105,338.9594549656323,505.34592396776776,0.7169720678059158,0.9148665326106324,0.8369482052565304,0.9148665326106324,1857.1944907259817,72.855,20.293551917288802,14571,72
OracleScheduler,1637.3644621116866,9081.47917369422,9945.979581023252,0.5298881339647245,0.9848885603946494,0.8919105280803511,0.9848885603946494,1939.4564661133586,72.855,10.445822446855798,14571,72
RandomScheduler,1627.3457988125726,7582.692668572167,8403.859877142962,0.2885489043292357,1.0379749875349693,0.8531581341155097,1.0379749875349693,1948.5159191545138,74.84,31.023284245814903,14968,74
RoundRobinScheduler,1724.6898501727992,7350.407273289408,9105.471208671877,0.36651523249599144,1.043135441259312,0.853089997914515,1.043135441259312,1933.5721840515303,74.84,30.054404094559025,14968,74
LoadBalanceScheduler,177.70542788985097,475.06193070094986,625.6628880839587,0.5851149118118654,0.9058281861467813,0.8542331733532705,0.9058281861467813,1884.5789827763415,74.84,30.950334022465352,14968,74
FastestResponseScheduler,216311.57113896793,409399.83566170436,427055.0643239683,0.0004676643506146446,3.1561903238971944,0.8533786862549775,3.1561903238971944,2840.634473843986,74.84,34.34516853413214,14968,74
E2MACSScheduler,158.3211665363752,409.09616979801666,601.9402674042497,0.615847140566542,0.9744674483608418,0.8449991731823508,0.9744674483608418,1875.9416048069713,74.84,22.691332328480826,14968,74
OracleScheduler,3724.8931449722945,19963.542325871444,21684.936204769998,0.5186397648316409,0.9906654992450129,0.8942931584717496,0.9906654992450129,2018.9392163527411,74.84,10.778572297214776,14968,74
RandomScheduler,3245.929175367032,13486.259131400555,15301.601730325743,0.21741393896010933,1.076490816344214,0.8542273950506291,1.076490816344214,2001.8950819880529,76.835,32.12854641523701,15367,76
RoundRobinScheduler,2674.1321893520476,11971.676902527279,14134.848090786973,0.32159822997331944,1.0712070526912918,0.8531161860985139,1.0712070526912918,1984.423657603671,76.835,30.71065901313732,15367,76
LoadBalanceScheduler,319.6875770595605,972.3813913895895,1208.2956384677009,0.44920934469968116,0.940783477258266,0.853397876002065,0.940783477258266,1922.9779553435658,76.835,32.622014162591185,15367,76
FastestResponseScheduler,225074.58783253652,426243.0107286538,444342.42809259065,0.0003904470618858593,3.242965802387059,0.8534742272803021,3.242965802387059,2918.730493396156,76.835,34.4756635660093,15367,76
E2MACSScheduler,214.87841428431415,535.9203529921621,818.5634819270874,0.47959914101646384,0.9861639582997651,0.855660860944304,0.9861639582997651,1927.8288555124254,76.835,24.403236215732004,15367,76
OracleScheduler,4531.300361730618,20275.70500857207,22794.35382218961,0.4727663174334613,1.038268225770158,0.8928585103915563,1.038268225770158,2052.2197287151826,76.835,10.796703712003561,15367,76
RandomScheduler,4129.58655126537,16048.598935624728,17660.610386241937,0.1858799670448064,1.0894440643615027,0.8526869057416137,1.0894440643615027,2048.679849633041,78.895,32.34515619014835,15779,78
RoundRobinScheduler,3773.2103667463766,16754.503153934293,19909.603706054204,0.269979086127131,1.1039861291880955,0.8533834090467718,1.1039861291880955,2039.2438226369113,78.895,31.510624485880378,15779,78
LoadBalanceScheduler,508.6652028364955,1636.8504103214705,2153.115785475103,0.3392483680841625,0.9708359140225205,0.8547821959875663,0.9708359140225205,1962.8679608891541,78.895,34.459485824607775,15779,78
FastestResponseScheduler,233754.88700446184,442589.1933447216,461880.0991786473,0.00038025223398187465,3.3330519652793695,0.8536389135562242,3.3330519652793695,2999.804055296451,78.895,34.39014240635538,15779,78
E2MACSScheduler,257.5666091768586,669.4194910820256,1054.3701599032727,0.41117941567906713,0.9928897165005758,0.8590408689641345,0.9928897165005758,1955.9199865352489,78.895,24.834228799043906,15779,78
OracleScheduler,6712.090280299487,27859.287185963207,29906.464374877654,0.4727169022118005,1.0792739077510412,0.8921553914515717,1.0792739077510412,2121.6582533431374,78.895,11.008456713982833,15779,78
RandomScheduler,6647.286359909512,22908.947244938216,27372.000911730796,0.1676765178681835,1.1388863952939567,0.8537438486608723,1.1388863952939567,2119.331271308386,80.87,32.55647852822001,16174,80
RoundRobinScheduler,5009.403985299557,22306.92852479605,25703.872250471806,0.2005688141461605,1.1290185756491349,0.8531488766504616,1.1290185756491349,2090.206959075496,80.87,32.046161827052565,16174,80
LoadBalanceScheduler,1206.000847220535,2969.625841334719,3708.082929130687,0.07023618152590577,1.0036280973098817,0.8540574500312116,1.0036280973098817,2008.157400641742,80.87,36.530951066799375,16174,80
FastestResponseScheduler,242418.83612658776,459016.57690771605,478887.02770730795,0.0003709657474959812,3.4177769297316796,0.8535951414516579,3.4177769297316796,3076.054746916534,80.87,33.80371486101908,16174,80
E2MACSScheduler,347.67840129256166,1069.6389661490548,1712.319341898143,0.32032892296277976,0.9942892147546576,0.8705921704667121,0.9942892147546576,1972.255818356351,80.87,25.62979419928905,16174,80
OracleScheduler,8667.668705340722,37527.391119844055,44301.74842224497,0.4501669345863732,1.0584592198709715,0.8894646184737532,1.0584592198709715,2208.7044940863602,80.87,11.391180321832987,16174,80
RandomScheduler,8197.967341569009,28505.792557982324,32804.57817988151,0.1607315306615162,1.1692696966041025,0.8538032540126542,1.1692696966041025,2169.495198169256,82.84,32.55725257082618,16568,82
RoundRobinScheduler,6584.232579212934,27204.070308166192,31167.639237410025,0.15922259777885078,1.1582080184510481,0.8531479276928282,1.1582080184510481,2142.8915472348904,82.84,32.52737423580572,16568,82
LoadBalanceScheduler,3126.054175828345,5908.863513937614,6484.193115162685,0.013580395943988412,1.032657764606236,0.8546855672951507,1.032657764606236,2059.3759945570205,82.84,36.81043261201566,16568,82
FastestResponseScheduler,250495.4990495783,475036.8787040194,495138.51877724665,0.00036214389183969096,3.503098973975095,0.853685042902023,3.503098973975095,3152.840102388885,82.84,34.34084191236702,16568,82
E2MACSScheduler,501.59168461362157,1655.5692526977782,2780.3595621473223,0.21523418638338968,1.0026818201901733,0.8911359454643404,1.0026818201901733,1996.7289526660843,82.84,26.546215299248793,16568,82
OracleScheduler,9800.066105951502,37672.618938506974,43997.18659902298,0.45352486721390634,1.128019506511188,0.8907986270885052,1.128019506511188,2244.305504263491,82.84,11.275127760759839,16568,82
RandomScheduler,9061.649332527366,32110.728100579203,36816.337663182436,0.10537177899640308,1.1836476604373605,0.8528882201768312,1.1836476604373605,2198.872549849013,84.795,33.15588520154205,16959,84
RoundRobinScheduler,8052.338364347468,31420.846742436624,35671.46386907367,0.11498319476384221,1.1792937408171769,0.8530072205127007,1.1792937408171769,2188.01192954466,84.795,33.14983509839421,16959,84
LoadBalanceScheduler,5637.56746163632,10874.600859261327,11918.302684603108,0.00766554631758948,1.0575410090178488,0.8551855505347331,1.0575410090178488,2106.7076847252324,84.795,36.758205175253565,16959,84
FastestResponseScheduler,258671.72132842932,490645.16316420084,511315.63019120827,0.0003537944454272068,3.579640735395775,0.8535643216829105,3.579640735395775,3221.7212068682793,84.795,34.663658405270965,16959,84
E2MACSScheduler,913.7025787243045,2817.35865893259,4717.754585442242,0.09711657526976826,1.00768365695239,0.9457149842914234,1.00768365695239,2008.0947890493924,84.795,27.580924013381622,16959,84
OracleScheduler,11842.743210140969,45455.55432728188,52433.850810235774,0.46052243646441415,1.145114122616939,0.8936235289040625,1.145114122616939,2298.731389502263,84.795,11.396922160767762,16959,84
RandomScheduler,11308.442133831531,38069.67280170694,41661.02109766173,0.07268011527377521,1.216147270622789,0.8530102325486542,1.216147270622789,2253.1333067479804,86.75,33.18797365608163,17350,86
RoundRobinScheduler,9833.562176132102,36233.3553823754,41050.311268755555,0.07279538904899135,1.207713670968415,0.853057546627819,1.207713670968415,2238.5287441189275,86.75,33.54181951735462,17350,86
LoadBalanceScheduler,8438.694320508745,16291.289556849237,17200.847662728156,0.004956772334293948,1.0852277034492182,0.8521690613663481,1.0852277034492182,2159.951694318944,86.75,36.884252332314695,17350,86
FastestResponseScheduler,266885.134683191,506670.88481765747,526587.6928595548,0.000345821325648415,3.657927728487121,0.8534893846687687,3.657927728487121,3292.1754402981674,86.75,34.314022659627,17350,86
E2MACSScheduler,1939.8448149118205,5984.164457338524,8082.840938976583,0.036657060518731986,1.0294826091467049,0.95,1.0294826091467049,2045.1240400371785,86.75,27.299115045115006,17350,86
OracleScheduler,14022.673818333082,52314.315607233126,62709.76367541964,0.45037463976945247,1.1683384804702022,0.8910674187417505,1.1683384804702022,2381.2109707349955,86.75,11.405653553157714,17350,86
RandomScheduler,13276.342382727262,41420.035728462026,47417.97792320572,0.041283627544977726,1.2426531919651638,0.8536532473949926,1.2426531919651638,2300.7682423123824,88.655,33.26731351296483,17731,88
RoundRobinScheduler,11694.518630843777,41032.183941791955,45894.637478633405,0.03536179572500141,1.23976426201476,0.8533302076961425,1.23976426201476,2289.6965198575112,88.655,33.924427338874594,17731,88
LoadBalanceScheduler,10611.962367346276,19473.093054855923,22410.643240611706,0.004568270261124584,1.1133547489407476,0.8539145154961945,1.1133547489407476,2207.9274374693646,88.655,36.64286801928999,17731,88
FastestResponseScheduler,275119.23201523174,522331.4765764358,542623.7980834601,0.00028199199142744344,3.7443289514667146,0.8535955281379555,3.7443289514667146,3369.9378357647524,88.655,34.34378734490742,17731,88
E2MACSScheduler,3799.9173432559696,12142.363773956646,14794.024517873338,0.01720151147707405,1.0671976938695829,0.95,1.0671976938695829,2104.6554773716207,88.655,27.645710680383353,17731,88
OracleScheduler,15162.257079669605,54955.865245176,62507.18110389456,0.4413738649822345,1.222314966327246,0.8919602387043892,1.222314966327246,2410.344697288461,88.655,11.482379014165515,17731,88
RandomScheduler,14910.738526923291,47751.943723913624,53004.55867811896,0.02106424041907913,1.2783791212158244,0.8534794642700091,1.2783791212158244,2359.4398380247485,90.675,33.90510294117282,18135,90
RoundRobinScheduler,14179.22628113334,45758.38952297123,51351.631769623695,0.003915081334436173,1.266072797214257,0.8532986948669977,1.266072797214257,2345.175519632131,90.675,33.90610622941804,18135,90
LoadBalanceScheduler,13078.833133729171,23959.051649682155,26409.297809738182,0.003363661428177557,1.144389257299906,0.852929683554604,1.144389257299906,2263.2612138632026,90.675,36.44523089993846,18135,90
FastestResponseScheduler,283627.27078501106,537191.5059709842,560856.4812330954,0.00033085194375516956,3.8358092746310195,0.8537412760256612,3.8358092746310195,3452.2659748925334,90.675,34.312333499012645,18135,90
E2MACSScheduler,5340.94152012241,16607.916987062934,21597.202237231035,0.00964984835952578,1.1131445100708643,0.95,1.1131445100708643,2171.0750625906467,90.675,27.51362207406463,18135,90
OracleScheduler,17145.30655162444,62843.73736689455,73546.72912658153,0.43755169561621177,1.2211086220336513,0.891255576772355,1.2211086220336513,2491.067606327445,90.675,11.857479459571783,18135,90
RandomScheduler,16699.197954528958,52337.579494706915,58532.83657969606,0.0037754166441939484,1.3003431062819175,0.8540840162378784,1.3003431062819175,2412.7854102652345,92.705,33.92915544145196,18541,92
RoundRobinScheduler,16647.742325504056,51307.215567113584,57702.11340359618,0.003182136885820614,1.2960178422220745,0.8532490620492812,1.2960178422220745,2399.7230694650766,92.705,33.84396652117535,18541,92
LoadBalanceScheduler,15551.701920527232,29626.502521827006,32608.008562731833,0.0036675475972169787,1.1690103110630579,0.8532724192661434,1.1690103110630579,2320.628702753591,92.705,36.55536189873162,18541,92
FastestResponseScheduler,292055.97930053534,553239.276085779,578973.7885375354,0.00032360714093090985,3.9228381897212574,0.8537664196561584,3.9228381897212574,3530.589000488694,92.705,34.28392192254979,18541,92
E2MACSScheduler,6726.728607324218,21675.256219290404,26345.671849456503,0.008467720187692141,1.1241885691682842,0.911856257764197,1.1241885691682842,2238.5351054263847,92.705,26.900410237615915,18541,92
OracleScheduler,19079.204106450885,68525.38201515836,79865.92767168446,0.4315840569548568,1.2632275939810507,0.891722530159978,1.2632275939810507,2555.5621546965986,92.705,11.692042505680778,18541,92
RandomScheduler,19340.516681040834,59324.55044804522,67120.16332832075,0.005557613931085587,1.340064175289517,0.8541527491830109,1.340064175289517,2464.9828991626346,94.465,33.73691380410731,18893,94
RoundRobinScheduler,19167.08653409396,55554.42564398425,63172.56260751581,0.003175779389191764,1.3194117545397401,0.853250327369528,1.3194117545397401,2442.3431528859533,94.465,33.99335480982161,18893,94
LoadBalanceScheduler,18008.777640569402,34262.53053804121,39597.94169035291,0.0026994124808129996,1.2033116234443932,0.8544997250964522,1.2033116234443932,2364.120153809596,94.465,36.500544497653074,18893,94
FastestResponseScheduler,299934.5423338698,569170.702632651,593902.7658416457,0.0003175779389191764,3.9945044236348553,0.8537792991049775,3.9945044236348553,3595.087609840959,94.465,34.393964825054105,18893,94
E2MACSScheduler,7016.225273074243,23817.397721872072,27330.40552884641,0.007568940877573704,1.1369143949792164,0.95,1.1369143949792164,2245.5325099240285,94.465,26.623440688265184,18893,94
OracleScheduler,20969.49777862777,78778.27938850618,90166.5742778966,0.43576986185359656,1.2806596884754646,0.8915709853277909,1.2806596884754646,2614.8710340606012,94.465,11.375711801298221,18893,94
RandomScheduler,21706.38278456375,62559.74305698799,72443.30643974853,0.0035277028429134675,1.3696998534520293,0.8541068237354054,1.3696998534520293,2514.417768935324,96.38,33.99606220424099,19276,96
RoundRobinScheduler,21696.83311493117,60226.46853164002,68304.8152018917,0.0029051670471052084,1.3507187719475695,0.8533639074342079,1.3507187719475695,2497.639833573957,96.38,33.80024175310786,19276,96
LoadBalanceScheduler,20660.49308998644,39267.039183234134,45864.416131725295,0.002593899149201079,1.2315270441604402,0.8536594138646559,1.2315270441604402,2417.106440006268,96.38,36.44201741629942,19276,96
FastestResponseScheduler,307926.70131332346,585791.450906166,609089.4429419726,0.00031126789790412947,4.0810189519790105,0.853893543039458,4.0810189519790105,3672.9465956745616,96.38,34.30214208256435,19276,96
E2MACSScheduler,10677.653526184458,32390.06611976,43369.296555734065,0.005965968043162482,1.2385800778408858,0.95,1.2385800778408858,2343.952392082166,96.38,27.450333830027297,19276,96
OracleScheduler,22929.607538602886,75512.94073687687,87141.96156589949,0.4169433492425815,1.3543372081450575,0.8894970860789148,1.3543372081450575,2644.704718183792,96.38,11.79069495456899,19276,96
RandomScheduler,24409.602437933147,67616.54275233392,75883.1580009843,0.004887485999389064,1.3883373492541955,0.8531947478068167,1.3883373492541955,2560.5697371143715,98.21,34.1461089506662,19642,98
RoundRobinScheduler,24115.260209610027,64645.23480347512,73528.36429387177,0.0025964769371754405,1.377139577597275,0.8531356675818252,1.377139577597275,2546.9459129339566,98.21,33.89316753719159,19642,98
LoadBalanceScheduler,22806.938847535155,43477.212811950594,46528.46365788774,0.00234192037470726,1.2445474106047092,0.8549969887573832,1.2445474106047092,2459.960894786364,98.21,36.52365330423311,19642,98
FastestResponseScheduler,316076.12782619277,601011.5214010819,626580.3026697778,0.0003054678749618165,4.163862587512076,0.8538597148112478,4.163862587512076,3747.5034460392953,98.21,34.829682413812286,19642,98
E2MACSScheduler,9805.540073563141,34248.9607100188,40512.78140194563,0.006313002749210875,1.1910511300695665,0.95,1.1910511300695665,2347.5503745681194,98.21,26.559449444987127,19642,98
OracleScheduler,24832.958465010615,88814.51579252232,99573.3654396558,0.4241421443844822,1.349999359825582,0.8912558046253211,1.349999359825582,2723.1882390608935,98.21,12.079603837350161,19642,98
RandomScheduler,26658.40174403682,71668.69118300536,82521.45062386879,0.002244500972617088,1.424571952739837,0.8540780119193239,1.424571952739837,2613.140195233453,100.245,34.12887227343699,20049,100
RoundRobinScheduler,26631.697683868515,68467.18656584695,78684.58647472376,0.0023941343707915607,1.402881384242686,0.8532109260706889,1.402881384242686,2596.5943416232417,100.245,34.07644679674981,20049,100
LoadBalanceScheduler,25343.970152539237,48447.99376461874,55459.55759473644,0.0024440121701830514,1.28705700061522,0.8547267800051284,1.28705700061522,2516.5101196368964,100.245,36.385718913046894,20049,100
