strategy,avg_latency,p95_latency,p99_latency,success_rate,npu_load,rho_critical_theory,rho_critical_observed,total_energy,throughput,avg_wait_time,total_tasks,lambda
RoundRobinScheduler,39.075251187571325,90.62900247679731,115.29750408872184,0.9950046831095848,0.22028181439326427,0.8527828936160151,0.0,766.0271644454001,16.015,1.5600095747230418,3203,16
LoadBalanceScheduler,35.510924461208795,86.32943846366153,92.00715753447696,0.9981267561660943,0.05355110094622357,0.8564567014114891,0.0,712.3789095046178,16.015,0.7404438650272451,3203,16
FastestResponseScheduler,107.96611402945634,288.8497939821824,398.7596675068292,0.7783328129878239,0.6749600914334816,0.853485353968507,0.6749600914334816,757.3673741956438,16.015,22.65102655135778,3203,16
E2MACSScheduler,39.63174792165255,100.27730594944579,170.03513890809288,1.0,0.33119772092790967,0.9306116213365127,0.0,759.370922117965,16.015,2.8009010287752236,3203,16
OracleScheduler,37.64514343821381,91.87049739094631,108.21534597427298,0.9990633780830471,0.24779480940577409,0.9330544889376698,0.0,818.7396646964863,16.015,0.7119930139897399,3203,16
RandomScheduler,46.98810975776389,116.9297850215676,164.5875741154228,0.9675810473815462,0.24700621267678152,0.8544073214218201,0.0,808.3436950065977,18.045,7.445786293253074,3609,18
RoundRobinScheduler,39.67280518703197,91.06010476899229,121.6782870122234,0.9933499584372403,0.2482385529875774,0.8528871117977463,0.0,806.6106514137525,18.045,2.023984365573502,3609,18
LoadBalanceScheduler,36.233003534537374,87.19100417427795,94.95501783050486,0.9963978941535051,0.07098591284446656,0.8569022894555907,0.0,752.899611097526,18.045,1.120211760120941,3609,18
FastestResponseScheduler,160.44412608890474,455.14087451130507,741.1900522699492,0.6539207536713771,0.7615236828956797,0.8538821299764653,0.7615236828956797,795.1780381765714,18.045,25.855024008750885,3609,18
E2MACSScheduler,40.45925181822,95.88442528076013,176.5423246696804,0.9980604045441951,0.2895318791231164,0.9023909923930203,0.0,735.0188229223158,18.045,3.1552193514770286,3609,18
OracleScheduler,38.12753283556956,92.7835629298329,112.41568326298709,0.99833748960931,0.28416530419598085,0.9321640851677561,0.0,862.4521291205663,18.045,0.8404904551678212,3609,18
RandomScheduler,48.027840183814625,120.99309154152704,170.9221538810652,0.9630547979171833,0.28281185407086956,0.855459528398257,0.0,849.4919668693906,20.165,8.353794798942097,4033,20
RoundRobinScheduler,40.052705764336885,91.41278298326937,126.84714103452843,0.9918175055789735,0.2778354598812028,0.8532832345693353,0.0,846.1616739297389,20.165,2.5485055690572795,4033,20
LoadBalanceScheduler,36.38205563486998,87.57431004772371,95.95150454812969,0.9950409124721051,0.08909782093291436,0.8549341958863564,0.0,790.947496151878,20.165,1.329281593560125,4033,20
FastestResponseScheduler,240.7472616282284,693.7235621232469,993.2014822774679,0.5117778328787503,0.8490823818968447,0.8537711859101988,0.8490823818968447,834.2617094014042,20.165,29.446693705490965,4033,20
E2MACSScheduler,39.2141562461699,94.15678130085324,149.06016595439038,0.9977684106124474,0.29453785135701543,0.8982333428352676,0.0,792.1276609803468,20.165,2.611390305016687,4033,20
OracleScheduler,38.59907772823389,94.00234923682262,123.15482076480122,0.998016364988842,0.31905995329230175,0.9267403338872486,0.0,905.3958362253162,20.165,1.0592753371437842,4033,20
RandomScheduler,51.06319385397057,136.88923490921775,188.8720312435782,0.9595687331536388,0.30495498684604133,0.8543877780156156,0.0,898.1819013906796,22.26,9.573230798112347,4452,22
RoundRobinScheduler,41.22229991845468,93.26034085666635,132.64684813349274,0.9894429469901168,0.30973370847929393,0.8533166782036249,0.0,890.853003785335,22.26,3.228855201173381,4452,22
LoadBalanceScheduler,37.37353124711434,87.60666269284964,113.21368231046623,0.9943845462713388,0.11231038490255069,0.8561531476493768,0.0,835.3800417675526,22.26,1.7278442194683141,4452,22
FastestResponseScheduler,482.9750109990168,1332.7790427133366,1675.2117358198225,0.3088499550763702,0.9439639736907632,0.8541990771358515,0.9439639736907632,879.2571296763307,22.26,31.54544826053548,4452,22
E2MACSScheduler,40.678334114726944,95.36087986915227,160.63301585608656,0.9977538185085355,0.34025895069427464,0.8941310090373189,0.0,833.4906852531226,22.26,3.1524924351331793,4452,22
OracleScheduler,39.29746677048129,95.30026013995182,134.4395589344714,0.9973045822102425,0.35578834029205103,0.9279375166052011,0.0,952.126023533587,22.26,1.3486379310890553,4452,22
RandomScheduler,52.41502887060429,140.48342208749142,194.62917096549,0.9531958762886598,0.34424388140558354,0.8559172041705985,0.0,936.7986071570974,24.25,10.054671300881513,4850,24
RoundRobinScheduler,42.058113247316584,93.87032517652615,137.2722963830028,0.9870103092783505,0.3366460548569437,0.8534270060410031,0.0,928.9324258608875,24.25,3.9041076496443035,4850,24
LoadBalanceScheduler,37.88583035182257,88.71918421400835,116.47010210766412,0.9929896907216494,0.1329501561206384,0.8562241801612376,0.0,874.2338647675846,24.25,2.1232600556852366,4850,24
FastestResponseScheduler,2378.8698519359455,6077.373891493026,6531.931317439902,0.008247422680412371,1.0293401687387136,0.8541051154435569,1.0293401687387136,927.016603477038,24.25,34.47433297578713,4850,24
E2MACSScheduler,43.590323993846134,136.4326456837798,216.94744446978376,0.9989690721649485,0.4991292243219497,0.9242054677500527,0.0,923.8217230248542,24.25,4.504365137505944,4850,24
OracleScheduler,39.603439542531,96.29347221800055,134.19601868088134,0.9971134020618557,0.3840180095251615,0.9253802727311317,0.0,992.8554784547696,24.25,1.5560974069732343,4850,24
RandomScheduler,53.83101203077505,145.85360865270403,204.3411549198175,0.9437369321421782,0.35830669889019134,0.8537528092485367,0.0,974.1242677362887,26.305,11.01985158262447,5261,26
RoundRobinScheduler,42.65043006519616,95.04541571300251,143.50161110785672,0.984793765443832,0.36260269398309913,0.8530286223338734,0.0,966.5928581290779,26.305,4.512419774594805,5261,26
LoadBalanceScheduler,38.340577016251565,89.03497545454897,129.52474346462552,0.9920167268580118,0.14970320369900228,0.8545241659412992,0.0,912.0178200164264,26.305,2.64644735050506,5261,26
FastestResponseScheduler,10970.790362675758,21408.24806818466,22127.63301488344,0.0022809351834252043,1.1105742183285143,0.8539114445578252,1.1105742183285143,999.8552999254332,26.305,34.40806182130752,5261,26
E2MACSScheduler,39.555559707526456,91.27966412006572,123.94029434288564,0.9965785972248622,0.20865920692614118,0.8636184405482646,0.0,930.08127466102,26.305,2.4962514337491295,5261,26
OracleScheduler,39.93372921606796,98.01788197296446,164.0615822342202,0.9971488310207185,0.4142797607304999,0.9232681120613371,0.0,1032.002749480671,26.305,1.7296299385379623,5261,26
RandomScheduler,57.00508975899108,154.70898834210652,235.9297850608773,0.9339572664665372,0.3920938104877419,0.8537200879607583,0.0,1007.0481877571787,28.315,11.82839423550807,5663,28
RoundRobinScheduler,43.496069535682395,98.86648631447486,146.01730431600865,0.9821649302489847,0.3903272848582938,0.8525098375845206,0.0,1004.5660815337454,28.315,5.343053035417581,5663,28
LoadBalanceScheduler,38.88526974157515,89.62218495281176,130.43078603254835,0.9890517393607628,0.17439876993313796,0.854148254798119,0.0,950.3921787957287,28.315,3.1265332156813725,5663,28
FastestResponseScheduler,19477.42775450363,36707.87450543186,38464.29971187752,0.0019424333392194949,1.1936921738717172,0.8536493334929415,1.1936921738717172,1074.6303085941195,28.315,34.81913257897318,5663,28
E2MACSScheduler,40.67212364522417,91.670808885568,122.67965952913187,0.9938195302843016,0.24564602132453678,0.8554499548680128,0.0,969.30360697088,28.315,3.038693950664719,5663,28
OracleScheduler,40.497980354670524,99.10736024497308,176.92897343127424,0.9945258696803814,0.4396115827327586,0.920455243613875,0.0,1071.375527409826,28.315,2.016496870569008,5663,28
RandomScheduler,59.485563523712706,160.7705301192176,241.4270937384033,0.9249338624338624,0.43462453068833234,0.8554955021593279,0.0,1039.961622546483,30.24,12.96105361026262,6048,30
RoundRobinScheduler,44.67396821383497,105.88877926556417,149.48619024238525,0.9790013227513228,0.4198825187103657,0.8526104266861193,0.0,1043.165367479866,30.24,6.128669515601072,6048,30
LoadBalanceScheduler,39.570228170292324,90.41934643537236,134.2343571002334,0.9872685185185185,0.19120259819925964,0.853407199800248,0.0,989.0743653886298,30.24,3.591417967687067,6048,30
FastestResponseScheduler,27940.557035252412,52211.309578282555,54398.89145425899,0.0018187830687830687,1.2771305023526283,0.85383893421461,1.2771305023526283,1149.6981585807866,30.24,34.46823412991891,6048,30
E2MACSScheduler,45.23477997845033,145.8651637272875,246.53094822128648,0.9965277777777778,0.5900626589520374,0.9159061949042668,0.0,1050.5346552943406,30.24,5.041050336391591,6048,30
OracleScheduler,41.62577298028296,104.92658913703036,184.00618583627684,0.9922288359788359,0.46977970961536686,0.9188696160804671,0.0,1114.82392900168,30.24,2.162556636613654,6048,30
RandomScheduler,60.25602794593028,161.47191409675798,233.38932500415945,0.9252829018756782,0.4509908761276513,0.8529792757823823,0.0,1082.6941536030135,32.255,13.791833292429148,6451,32
RoundRobinScheduler,45.802027186599965,112.418019656225,155.488789954509,0.9741125406913657,0.4460832192859563,0.8526626668278557,0.0,1081.8028441053798,32.255,6.806753108228879,6451,32
LoadBalanceScheduler,40.191789052378425,91.01103120629261,140.73680548816014,0.9863587040768873,0.220124166074785,0.8549996315064805,0.0,1028.3812199814972,32.255,4.106845775168616,6451,32
FastestResponseScheduler,36357.21986718537,69047.38956925542,71975.43528214168,0.0017051619903890869,1.3605736412272647,0.8537602411442748,1.3605736412272647,1224.7763945148752,32.255,34.25511838295144,6451,32
E2MACSScheduler,45.24910120098565,145.4162041936886,247.92024005958524,0.9953495582080297,0.6036679255961849,0.9146341897562957,0.0,1096.5662716906354,32.255,4.99923047783256,6451,32
OracleScheduler,42.09399729806636,106.38115807540771,186.79025603569954,0.9933343667648427,0.49864796654755267,0.918641677502648,0.0,1151.8471122744422,32.255,2.3668340927722307,6451,32
RandomScheduler,64.94333750812947,176.41052972848925,287.995251038807,0.9121936989498249,0.4672718588301458,0.852015746501006,0.0,1120.2027356425906,34.28,14.73814892190061,6856,34
RoundRobinScheduler,47.15354504072514,119.34949680840302,156.7254142257283,0.970828471411902,0.47486173005918586,0.8527478671362948,0.0,1120.465955374756,34.28,7.784476564629745,6856,34
LoadBalanceScheduler,40.924198118369524,91.83867493441423,145.5738410798239,0.9848308051341891,0.24926232281180716,0.8550408488045497,0.0,1068.675445709882,34.28,4.662681824371676,6856,34
FastestResponseScheduler,45020.39431787206,84514.34229839749,88647.90309314748,0.0013127187864644108,1.4467959704726365,0.8536327225529415,1.4467959704726365,1302.3556985069372,34.28,34.35632441208501,6856,34
E2MACSScheduler,42.4584842433604,97.39925725887133,134.63835183102685,0.9916861143523921,0.3197803852405841,0.8580493364856251,0.0,1093.778805892026,34.28,4.162865967374824,6856,34
OracleScheduler,43.200938626478624,111.41388767526195,196.14973168252874,0.9902275379229871,0.5214991379208892,0.9150212986188586,0.0,1192.3407659902346,34.28,2.7232691651121415,6856,34
RandomScheduler,65.74056974496206,175.6509324833061,255.22392349832907,0.9058289799285125,0.5206559605815211,0.8540612936906071,0.0,1158.2228642658338,36.37,15.632831910720205,7274,36
RoundRobinScheduler,49.33353476020536,128.26775406432694,177.21586828128878,0.965081110805609,0.5080248566934781,0.8532065959597239,0.0,1165.197737224358,36.37,8.915551181468711,7274,36
LoadBalanceScheduler,42.2204482924075,95.22945628506146,149.5564462913984,0.9804784162771515,0.2770889262834106,0.8533528192134264,0.0,1111.5568135921583,36.37,5.565851847669425,7274,36
FastestResponseScheduler,53678.88588160391,100975.45613469563,105983.17066580725,0.0012372834753918065,1.5386628730958236,0.8538236074816951,1.5386628730958236,1385.0162238392518,36.37,34.417651463174025,7274,36
E2MACSScheduler,43.51242348749881,101.17165238475103,144.02255824181034,0.9892768765466043,0.34481009408778945,0.8618760456610193,0.0,1135.8985815845458,36.37,4.622653658890161,7274,36
OracleScheduler,44.762594274312306,117.69239263956698,214.01137992994438,0.9869397855375309,0.5532250538393287,0.9133516324480996,0.0,1234.3880792007085,36.37,3.0002327372984556,7274,36
RandomScheduler,69.48655591276882,187.20666808562092,282.88556941529276,0.8938961038961039,0.5253618385437163,0.853627890473554,0.5253618385437163,1205.0671677286239,38.5,16.33923850745266,7700,38
RoundRobinScheduler,51.05917110156719,132.74546491665112,181.45727742966787,0.9601298701298702,0.535667744774521,0.852950077562649,0.0,1208.6860576560168,38.5,9.80974496542368,7700,38
LoadBalanceScheduler,43.447743247380934,100.53752313190992,154.4292347541746,0.9777922077922078,0.3091369559994146,0.8535760514900266,0.0,1156.7320703898438,38.5,6.449920285844245,7700,38
FastestResponseScheduler,62443.781511187095,119296.3809315635,125080.41087811571,0.0011688311688311688,1.632393656471375,0.8539832735427164,1.632393656471375,1469.356701678618,38.5,34.45935208941833,7700,38
E2MACSScheduler,43.65534832076234,103.93316186877256,149.20383285596893,0.9871428571428571,0.3362334939934869,0.8404641415913982,0.0,1184.9542068369262,38.5,4.611701378812374,7700,38
OracleScheduler,46.20813257438394,123.80314346808191,238.8273547438239,0.9858441558441559,0.5925204917604436,0.9144097803221931,0.0,1276.3140443463797,38.5,3.351625047206758,7700,38
RandomScheduler,73.58542032568697,198.70670684622343,320.5208973606404,0.8798573536645352,0.5740957889102019,0.8551357066338978,0.5740957889102019,1247.203195249648,40.66,17.563919292838342,8132,40
RoundRobinScheduler,53.27595821255796,139.93153799694684,193.34683351810995,0.9516724053123463,0.5644925238452573,0.8529034044547202,0.0,1253.0693317261246,40.66,10.825378464169683,8132,40
LoadBalanceScheduler,44.78545422797599,106.14567336613874,158.37973927407137,0.9740531234628628,0.33918083290228024,0.8527659197771585,0.0,1202.845026973078,40.66,7.397206866866793,8132,40
FastestResponseScheduler,71416.58258450276,136841.46118970492,143656.39930263947,0.0011067388096409247,1.7239230859707373,0.85388084438753,1.7239230859707373,1551.7229453588084,40.66,34.653447690078,8132,40
E2MACSScheduler,47.75232096347106,133.82299356101842,251.40351205113888,0.985120511559272,0.5613724369775042,0.8730153764226868,0.0,1253.60751484716,40.66,6.421246485080317,8132,40
OracleScheduler,47.85489154086365,137.9912624474534,256.2627612193946,0.9820462370880472,0.6199535738533479,0.9105344565250706,0.0,1319.652337808621,40.66,3.6910884340056804,8132,40
RandomScheduler,75.53101855907197,213.0570364049411,310.8925090329561,0.8758475566986206,0.5812080184588894,0.8528630198009284,0.5812080184588894,1286.7564445205487,42.77,17.924866351728518,8554,42
RoundRobinScheduler,55.345159193640825,144.71885275337738,204.4837935796913,0.9442366144493805,0.5900788356575406,0.8524108224483328,0.0,1291.8434320834222,42.77,11.866152813382627,8554,42
LoadBalanceScheduler,45.818599398953005,116.11579620362119,158.45766488448427,0.9698386719663316,0.3688220097383855,0.8532771340047398,0.0,1242.7844674462212,42.77,8.215215208902686,8554,42
FastestResponseScheduler,80104.75148548545,154204.28583667232,160436.72637867308,0.0009352349777881693,1.8103167233193402,0.8538216220720912,1.8103167233193402,1629.4617251904333,42.77,34.43435176961289,8554,42
E2MACSScheduler,48.66261638161178,133.8941331124757,242.8608208262826,0.9830488660275895,0.5550477629958774,0.8685172375654812,0.0,1287.7759106452106,42.77,6.797863048237041,8554,42
OracleScheduler,50.058622328549944,170.18465778604786,273.41637952729207,0.9746317512274959,0.6527245890477407,0.9127999419322361,0.0,1358.4855882783047,42.77,4.020038592687234,8554,42
RandomScheduler,82.21899098757528,241.10762716531005,402.9442771049766,0.854030016675931,0.6149675931495626,0.8532856527497464,0.6149675931495626,1329.9993262848925,44.975,18.730442341243055,8995,44
RoundRobinScheduler,58.49383175068546,153.46393008660465,220.718871671229,0.933852140077821,0.6233474692973994,0.8527583841355089,0.0,1335.0040358519298,44.975,13.02326404815753,8995,44
LoadBalanceScheduler,47.77051256255183,124.58347814590505,172.04016150532513,0.9644246803779878,0.4064682424281692,0.8526932297514636,0.0,1287.7579377258864,44.975,9.326940576863954,8995,44
FastestResponseScheduler,89149.07178829945,171006.67679455352,179404.47323959024,0.0007782101167315176,1.9036917365070503,0.8537544859256473,1.9036917365070503,1713.4858353795846,44.975,34.51722377855555,8995,44
E2MACSScheduler,50.85142727676673,120.56946525767172,178.8896302085351,0.9748749305169538,0.5450763050878858,0.8658277330197787,0.0,1318.338989552966,44.975,7.75215817014914,8995,44
OracleScheduler,52.82184245655159,178.6753464968576,304.7124126886487,0.9673151750972763,0.6801386166645009,0.9093726395652519,0.0,1397.5614963238438,44.975,4.402467943243595,8995,44
RandomScheduler,84.41650532450231,228.5329684819004,357.8708824984745,0.8477265466936429,0.6266663371850256,0.8513073884129615,0.6266663371850256,1372.5682825020808,46.955,19.633443889642507,9391,46
RoundRobinScheduler,61.23697253528471,161.7641199813562,236.45838075470655,0.923117878820147,0.6489756967962603,0.8526741779251344,0.0,1372.4179883312775,46.955,13.938431286812675,9391,46
LoadBalanceScheduler,49.63352217978735,132.50235239574337,172.4837445420967,0.9550633585347673,0.43417957859688594,0.8518704244833372,0.0,1328.4017270332486,46.955,10.549130931149481,9391,46
FastestResponseScheduler,97870.17725531574,188220.32079964277,196105.66760533367,0.0007453945266744755,1.9888942498026487,0.8538064258391452,1.9888942498026487,1790.1607458901767,46.955,34.1806593062259,9391,46
E2MACSScheduler,54.9805800605671,125.54831787419829,177.95676927329202,0.9552763283995315,0.6095864772378431,0.858095217047781,0.0,1346.586098247568,46.955,8.966264554256098,9391,46
OracleScheduler,56.43940428143665,192.07293370331513,347.64371431388685,0.9587903311681397,0.7034549470872298,0.9080147918480159,0.7034549470872298,1438.282593478439,46.955,4.807320933376217,9391,46
RandomScheduler,91.48007214067617,257.7525047631325,371.0357339333315,0.8193384223918575,0.676124877813388,0.8522465899763825,0.676124877813388,1423.9003367334037,49.125,20.803229545764818,9825,48
RoundRobinScheduler,65.40697216153032,172.40863786540785,250.3088979203586,0.9076844783715012,0.6791596120070339,0.85272464477616,0.0,1418.4622485689072,49.125,15.651206641747166,9825,48
LoadBalanceScheduler,52.02009408889421,140.61224587858874,183.5731720060435,0.9487022900763359,0.468738651895486,0.8520502990336791,0.0,1374.830370885514,49.125,11.76023347871636,9825,48
FastestResponseScheduler,106890.83648666443,205101.67739873196,215111.33034832397,0.000712468193384224,2.08488606666407,0.8539787179847494,2.08488606666407,1876.5444958696999,49.125,34.246531714070265,9825,48
E2MACSScheduler,54.92877644425861,135.42896082257198,201.79944907278642,0.9554198473282443,0.5980445985789641,0.8510761430049892,0.0,1389.9625328535776,49.125,9.226054919240944,9825,48
OracleScheduler,59.132822683264436,204.50037758655523,372.59270738591573,0.9540966921119592,0.7425374392361073,0.9091941292494218,0.7425374392361073,1477.7824541571056,49.125,5.09300329637591,9825,48
RandomScheduler,100.01706862087352,284.4600655555709,398.81632241631945,0.8050996483001173,0.7223297288713231,0.8538916249938578,0.7223297288713231,1466.5204265487685,51.18,21.552553176586983,10236,50
RoundRobinScheduler,69.28471764177843,183.3074831389574,272.5109164523352,0.8927315357561547,0.7087658553897438,0.8529466417963458,0.0,1458.970921691062,51.18,16.6809031447844,10236,50
LoadBalanceScheduler,54.26591201693016,147.23079106683556,190.67967787838842,0.9417741305197342,0.500393539814416,0.8525010140922056,0.0,1416.4253365633729,51.18,13.109806227023128,10236,50
FastestResponseScheduler,115854.56948667517,223232.03958915678,232682.82734083626,0.0006838608831574833,2.17442963132427,0.8540200858846483,2.17442963132427,1957.1229292959392,51.18,34.4917150326301,10236,50
E2MACSScheduler,68.87360928316357,190.9743339714005,260.9984240128348,0.9497850722938648,0.7338745872407247,0.8677654125592028,0.7338745872407247,1352.7869513886412,51.18,13.616570107060161,10236,50
OracleScheduler,63.8544952203868,232.23618829918635,382.5484378298203,0.9403087143415396,0.7608137354845311,0.9057157153368617,0.7608137354845311,1520.2557103224976,51.18,5.620979459026972,10236,50
RandomScheduler,117.68888666731506,343.66381043428976,599.326900621963,0.7673323285606631,0.7511136634131816,0.8538614918233934,0.7511136634131816,1506.6075619139813,53.08,22.74994294031554,10616,52
